exp_type;metric;revision_nr;traintestsplit;independent_test;revtype;trial;init_train_val;tp_0;fp_0;tn_0;fn_0;tp_1;fp_1;tn_1;fn_1;init_test_val;tp_0;fp_0;tn_0;fn_0;tp_1;fp_1;tn_1;fn_1;new_train_val;tp_0;fp_0;tn_0;fn_0;tp_1;fp_1;tn_1;fn_1;new_test_val;tp_0;fp_0;tn_0;fn_0;tp_1;fp_1;tn_1;fn_1;
sel;accuracy;0;false;false;strengthening;17;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;
sel;accuracy;1;false;false;strengthening;17;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;
sel;accuracy;2;false;false;strengthening;17;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;
sel;accuracy;3;false;false;strengthening;17;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;
sel;random;0;false;false;alteration;17;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;0.4986684420772304;0;1;484;1017;1014;485;0;3;0.4986684420772304;0;1;484;1017;1014;485;0;3;
sel;accuracy;0;false;false;alteration;17;0.6707723035952063;921;408;77;96;1017;485;0;0;0.6707723035952063;921;408;77;96;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;
sel;accuracy;1;false;false;alteration;17;0.7569906790945407;779;7;478;238;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;
sel;accuracy;2;false;false;alteration;17;0.7569906790945407;779;7;478;238;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;
sel;accuracy;3;false;false;alteration;17;0.7569906790945407;779;7;478;238;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;0.7569906790945407;779;7;478;238;1017;485;0;0;
sel;random;0;false;false;weakening;18;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9700199866755497;1436;25;6;34;1470;31;0;0;0.9700199866755497;1436;25;6;34;1470;31;0;0;
sel;accuracy;0;false;false;weakening;18;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;
sel;accuracy;1;false;false;weakening;18;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;
sel;accuracy;2;false;false;weakening;18;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;
sel;accuracy;3;false;false;weakening;18;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;
sel;random;0;false;false;strengthening;18;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.737508327781479;726;13;18;744;1470;31;0;0;0.737508327781479;726;13;18;744;1470;31;0;0;
sel;accuracy;0;false;false;strengthening;18;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;
sel;accuracy;1;false;false;strengthening;18;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;
sel;accuracy;2;false;false;strengthening;18;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;
sel;accuracy;3;false;false;strengthening;18;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;
sel;random;0;false;false;alteration;18;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.5016655562958028;7;2;29;1463;1470;31;0;0;0.5016655562958028;7;2;29;1463;1470;31;0;0;
sel;accuracy;0;false;false;alteration;18;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9280479680213192;1310;25;6;160;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;
sel;accuracy;1;false;false;alteration;18;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;
sel;accuracy;2;false;false;alteration;18;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;
sel;accuracy;3;false;false;alteration;18;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;0.9806795469686875;1470;27;4;0;1470;31;0;0;
sel;random;0;false;false;weakening;19;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.11259160559626916;150;1319;23;9;159;1336;6;0;0.11259160559626916;150;1319;23;9;159;1336;6;0;
sel;accuracy;0;false;false;weakening;19;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;
sel;accuracy;1;false;false;weakening;19;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;
sel;accuracy;2;false;false;weakening;19;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;
sel;accuracy;3;false;false;weakening;19;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;
sel;random;0;false;false;strengthening;19;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.5266489007328448;0;0;1342;159;159;1262;80;0;0.5266489007328448;0;0;1342;159;159;1262;80;0;
sel;accuracy;0;false;false;strengthening;19;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;
sel;accuracy;1;false;false;strengthening;19;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;
sel;accuracy;2;false;false;strengthening;19;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;
sel;accuracy;3;false;false;strengthening;19;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;
sel;random;0;false;false;alteration;19;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.4796802131912059;46;800;542;113;86;576;766;73;0.4796802131912059;46;800;542;113;86;576;766;73;
sel;accuracy;0;false;false;alteration;19;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.12858094603597603;139;1281;61;20;159;1315;27;0;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;
sel;accuracy;1;false;false;alteration;19;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;
sel;accuracy;2;false;false;alteration;19;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;
sel;accuracy;3;false;false;alteration;19;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;0.7341772151898733;0;0;1342;159;86;566;776;73;
sel;random;0;false;false;weakening;20;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.8444370419720186;1204;170;85;42;1246;255;0;0;0.8444370419720186;1204;170;85;42;1246;255;0;0;
sel;accuracy;0;false;false;weakening;20;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;
sel;accuracy;1;false;false;weakening;20;0.845769487008661;1228;190;65;18;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;
sel;accuracy;2;false;false;weakening;20;0.845769487008661;1228;190;65;18;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;
sel;accuracy;3;false;false;weakening;20;0.845769487008661;1228;190;65;18;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;0.845769487008661;1228;190;65;18;1246;255;0;0;
sel;random;0;false;false;strengthening;20;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.6605596269153897;600;118;137;646;1246;255;0;0;0.6605596269153897;600;118;137;646;1246;255;0;0;
sel;accuracy;0;false;false;strengthening;20;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;
sel;accuracy;1;false;false;strengthening;20;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;
sel;accuracy;2;false;false;strengthening;20;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;
sel;accuracy;3;false;false;strengthening;20;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;
sel;random;0;false;false;alteration;20;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.8454363757495004;1200;163;92;46;1246;255;0;0;0.8454363757495004;1200;163;92;46;1246;255;0;0;
sel;accuracy;0;false;false;alteration;20;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.8454363757495004;1199;162;93;47;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;
sel;accuracy;1;false;false;alteration;20;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;
sel;accuracy;2;false;false;alteration;20;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;
sel;accuracy;3;false;false;alteration;20;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;0.8507661558960693;1171;118;137;75;1246;255;0;0;
sel;random;0;false;false;weakening;21;0.41472351765489673;934;567;0;0;311;567;0;623;0.41472351765489673;934;567;0;0;311;567;0;623;0.6112591605596269;934;567;0;0;901;567;0;33;0.6112591605596269;934;567;0;0;901;567;0;33;
sel;accuracy;0;false;false;weakening;21;0.41472351765489673;934;567;0;0;311;567;0;623;0.41472351765489673;934;567;0;0;311;567;0;623;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;
sel;accuracy;1;false;false;weakening;21;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;
sel;accuracy;2;false;false;weakening;21;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;
sel;accuracy;3;false;false;weakening;21;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;
sel;random;0;false;false;strengthening;21;0.41472351765489673;934;567;0;0;311;567;0;623;0.41472351765489673;934;567;0;0;311;567;0;623;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;
sel;accuracy;0;false;false;strengthening;21;0.41472351765489673;934;567;0;0;311;567;0;623;0.41472351765489673;934;567;0;0;311;567;0;623;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;
sel;accuracy;1;false;false;strengthening;21;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;
sel;accuracy;2;false;false;strengthening;21;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;
sel;accuracy;3;false;false;strengthening;21;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;0.4836775483011326;934;567;0;0;188;237;330;746;
sel;random;0;false;false;alteration;21;0.41472351765489673;934;567;0;0;311;567;0;623;0.41472351765489673;934;567;0;0;311;567;0;623;0.5996002664890073;934;567;0;0;866;567;0;68;0.5996002664890073;934;567;0;0;866;567;0;68;
sel;accuracy;0;false;false;alteration;21;0.41472351765489673;934;567;0;0;311;567;0;623;0.41472351765489673;934;567;0;0;311;567;0;623;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;
sel;accuracy;1;false;false;alteration;21;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;
sel;accuracy;2;false;false;alteration;21;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;
sel;accuracy;3;false;false;alteration;21;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;0.6195869420386408;934;567;0;0;926;567;0;8;
sel;random;0;false;false;weakening;22;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;
sel;accuracy;0;false;false;weakening;22;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;
sel;accuracy;1;false;false;weakening;22;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;
sel;accuracy;2;false;false;weakening;22;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;
sel;accuracy;3;false;false;weakening;22;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;
sel;random;0;false;false;strengthening;22;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.6583499667332002;2;775;721;5;5;245;1251;2;0.6583499667332002;2;775;721;5;5;245;1251;2;
sel;accuracy;0;false;false;strengthening;22;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;
sel;accuracy;1;false;false;strengthening;22;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;
sel;accuracy;2;false;false;strengthening;22;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;
sel;accuracy;3;false;false;strengthening;22;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;
sel;random;0;false;false;alteration;22;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.25016633399866933;2;776;720;5;7;1473;23;0;0.25016633399866933;2;776;720;5;7;1473;23;0;
sel;accuracy;0;false;false;alteration;22;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.05622089155023287;3;1350;146;4;7;1483;13;0;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;
sel;accuracy;1;false;false;alteration;22;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;
sel;accuracy;2;false;false;alteration;22;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;
sel;accuracy;3;false;false;alteration;22;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;0.9640718562874251;0;0;1496;7;3;97;1399;4;
sel;random;0;false;false;weakening;23;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.16688874083944039;250;1250;1;0;250;1251;0;0;0.16688874083944039;250;1250;1;0;250;1251;0;0;
sel;accuracy;0;false;false;weakening;23;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;
sel;accuracy;1;false;false;weakening;23;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;
sel;accuracy;2;false;false;weakening;23;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;
sel;accuracy;3;false;false;weakening;23;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;
sel;random;0;false;false;strengthening;23;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.38940706195869423;197;550;701;53;249;1229;22;1;0.38940706195869423;197;550;701;53;249;1229;22;1;
sel;accuracy;0;false;false;strengthening;23;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;
sel;accuracy;1;false;false;strengthening;23;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;
sel;accuracy;2;false;false;strengthening;23;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;
sel;accuracy;3;false;false;strengthening;23;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;
sel;random;0;false;false;alteration;23;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.38774150566289145;197;550;701;53;249;1234;17;1;0.38774150566289145;197;550;701;53;249;1234;17;1;
sel;accuracy;0;false;false;alteration;23;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.20086608927381744;225;1132;119;25;250;1242;9;0;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;
sel;accuracy;1;false;false;alteration;23;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;
sel;accuracy;2;false;false;alteration;23;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;
sel;accuracy;3;false;false;alteration;23;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;0.6705529646902065;0;0;1251;250;199;688;563;51;
sel;random;0;false;false;weakening;24;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;
sel;accuracy;0;false;false;weakening;24;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;
sel;accuracy;1;false;false;weakening;24;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;
sel;accuracy;2;false;false;weakening;24;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;
sel;accuracy;3;false;false;weakening;24;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;
sel;random;0;false;false;strengthening;24;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.4996671105193076;0;0;571;931;930;571;0;1;0.4996671105193076;0;0;571;931;930;571;0;1;
sel;accuracy;0;false;false;strengthening;24;0.6198402130492676;931;571;0;0;931;571;0;0;0.6198402130492676;931;571;0;0;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;
sel;accuracy;1;false;false;strengthening;24;0.7513315579227696;755;0;571;176;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;
sel;accuracy;2;false;false;strengthening;24;0.7513315579227696;755;0;571;176;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;
sel;accuracy;3;false;false;strengthening;24;0.7513315579227696;755;0;571;176;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;0.7513315579227696;755;0;571;176;931;571;0;0;
