exp_type;metric;revision_nr;traintestsplit;independent_test;revtype;trial;init_train_val;tp_0;fp_0;tn_0;fn_0;init_test_val;tp_0;fp_0;tn_0;fn_0;new_train_val;tp_0;fp_0;tn_0;fn_0;new_test_val;tp_0;fp_0;tn_0;fn_0;
sel;accuracy;0;false;false;alteration;23;0.1051930758988016;0;1344;158;0;0.1051930758988016;0;1344;158;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;1;false;false;alteration;23;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;2;false;false;alteration;23;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;3;false;false;alteration;23;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;random;0;false;false;weakening;24;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;0;false;false;weakening;24;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;1;false;false;weakening;24;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;2;false;false;weakening;24;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;3;false;false;weakening;24;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;random;0;false;false;strengthening;24;0.0;0;1502;0;0;0.0;0;1502;0;0;0.9766977363515313;0;35;1467;0;0.9766977363515313;0;35;1467;0;
sel;accuracy;0;false;false;strengthening;24;0.0;0;1502;0;0;0.0;0;1502;0;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;1;false;false;strengthening;24;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;2;false;false;strengthening;24;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;3;false;false;strengthening;24;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;random;0;false;false;alteration;24;0.0;0;1502;0;0;0.0;0;1502;0;0;0.9853528628495339;0;22;1480;0;0.9853528628495339;0;22;1480;0;
sel;accuracy;0;false;false;alteration;24;0.0;0;1502;0;0;0.0;0;1502;0;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;1;false;false;alteration;24;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;2;false;false;alteration;24;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;3;false;false;alteration;24;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;random;0;false;false;weakening;25;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;0;false;false;weakening;25;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;1;false;false;weakening;25;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;2;false;false;weakening;25;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;3;false;false;weakening;25;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;random;0;false;false;strengthening;25;0.0;0;1501;0;0;0.0;0;1501;0;0;0.9993337774816788;0;1;1500;0;0.9993337774816788;0;1;1500;0;
sel;accuracy;0;false;false;strengthening;25;0.0;0;1501;0;0;0.0;0;1501;0;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;strengthening;25;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;strengthening;25;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;strengthening;25;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;alteration;25;0.0;0;1501;0;0;0.0;0;1501;0;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;0;false;false;alteration;25;0.0;0;1501;0;0;0.0;0;1501;0;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;alteration;25;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;alteration;25;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;alteration;25;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;weakening;26;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.0519653564290473;0;1423;78;0;0.0519653564290473;0;1423;78;0;
sel;accuracy;0;false;false;weakening;26;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;
sel;accuracy;1;false;false;weakening;26;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;
sel;accuracy;2;false;false;weakening;26;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;
sel;accuracy;3;false;false;weakening;26;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;
sel;random;0;false;false;strengthening;26;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.5063291139240507;0;741;760;0;0.5063291139240507;0;741;760;0;
sel;accuracy;0;false;false;strengthening;26;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;strengthening;26;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;strengthening;26;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;strengthening;26;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;alteration;26;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;0.5063291139240507;0;741;760;0;0.5063291139240507;0;741;760;0;
sel;accuracy;0;false;false;alteration;26;0.11925383077948035;0;1322;179;0;0.11925383077948035;0;1322;179;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;alteration;26;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;alteration;26;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;alteration;26;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;weakening;27;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;0.045938748335552594;0;1433;69;0;0.045938748335552594;0;1433;69;0;
sel;accuracy;0;false;false;weakening;27;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;
sel;accuracy;1;false;false;weakening;27;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;
sel;accuracy;2;false;false;weakening;27;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;
sel;accuracy;3;false;false;weakening;27;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;
sel;random;0;false;false;strengthening;27;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;0;false;false;strengthening;27;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;1;false;false;strengthening;27;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;2;false;false;strengthening;27;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;3;false;false;strengthening;27;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;random;0;false;false;alteration;27;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;0;false;false;alteration;27;0.0692410119840213;0;1398;104;0;0.0692410119840213;0;1398;104;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;1;false;false;alteration;27;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;2;false;false;alteration;27;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;3;false;false;alteration;27;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;random;0;false;false;weakening;28;1.0;0;0;1501;0;1.0;0;0;1501;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;0;false;false;weakening;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;weakening;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;weakening;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;weakening;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;strengthening;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;0;false;false;strengthening;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;strengthening;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;strengthening;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;strengthening;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;alteration;28;1.0;0;0;1501;0;1.0;0;0;1501;0;0.9713524317121919;0;43;1458;0;0.9713524317121919;0;43;1458;0;
sel;accuracy;0;false;false;alteration;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;alteration;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;alteration;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;alteration;28;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;weakening;29;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;0;false;false;weakening;29;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;1;false;false;weakening;29;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;2;false;false;weakening;29;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;3;false;false;weakening;29;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;random;0;false;false;strengthening;29;0.0;0;1501;0;0;0.0;0;1501;0;0;0.5103264490339774;0;735;766;0;0.5103264490339774;0;735;766;0;
sel;accuracy;0;false;false;strengthening;29;0.0;0;1501;0;0;0.0;0;1501;0;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;strengthening;29;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;strengthening;29;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;strengthening;29;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;alteration;29;0.0;0;1501;0;0;0.0;0;1501;0;0;0.5103264490339774;0;735;766;0;0.5103264490339774;0;735;766;0;
sel;accuracy;0;false;false;alteration;29;0.0;0;1501;0;0;0.0;0;1501;0;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;alteration;29;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;alteration;29;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;alteration;29;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;weakening;30;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.004663557628247834;0;1494;7;0;0.004663557628247834;0;1494;7;0;
sel;accuracy;0;false;false;weakening;30;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;
sel;accuracy;1;false;false;weakening;30;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;
sel;accuracy;2;false;false;weakening;30;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;
sel;accuracy;3;false;false;weakening;30;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;
sel;random;0;false;false;strengthening;30;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.49100599600266487;0;764;737;0;0.49100599600266487;0;764;737;0;
sel;accuracy;0;false;false;strengthening;30;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;strengthening;30;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;strengthening;30;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;strengthening;30;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;alteration;30;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;0;false;false;alteration;30;0.10926049300466356;0;1337;164;0;0.10926049300466356;0;1337;164;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;1;false;false;alteration;30;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;2;false;false;alteration;30;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;accuracy;3;false;false;alteration;30;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;1.0;0;0;1501;0;
sel;random;0;false;false;weakening;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;0;false;false;weakening;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;1;false;false;weakening;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;2;false;false;weakening;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;3;false;false;weakening;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;random;0;false;false;strengthening;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;0;false;false;strengthening;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;1;false;false;strengthening;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;2;false;false;strengthening;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;3;false;false;strengthening;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;random;0;false;false;alteration;31;1.0;0;0;1502;0;1.0;0;0;1502;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;0;false;false;alteration;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;1;false;false;alteration;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;2;false;false;alteration;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;3;false;false;alteration;31;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;random;0;false;false;weakening;32;0.0;0;1503;0;0;0.0;0;1503;0;0;0.0;0;1503;0;0;0.0;0;1503;0;0;
sel;accuracy;0;false;false;weakening;32;0.0;0;1503;0;0;0.0;0;1503;0;0;0.0;0;1503;0;0;0.0;0;1503;0;0;
sel;accuracy;1;false;false;weakening;32;0.0;0;1503;0;0;0.0;0;1503;0;0;0.0;0;1503;0;0;0.0;0;1503;0;0;
sel;accuracy;2;false;false;weakening;32;0.0;0;1503;0;0;0.0;0;1503;0;0;0.0;0;1503;0;0;0.0;0;1503;0;0;
sel;accuracy;3;false;false;weakening;32;0.0;0;1503;0;0;0.0;0;1503;0;0;0.0;0;1503;0;0;0.0;0;1503;0;0;
sel;random;0;false;false;strengthening;32;0.0;0;1503;0;0;0.0;0;1503;0;0;0.998003992015968;0;3;1500;0;0.998003992015968;0;3;1500;0;
sel;accuracy;0;false;false;strengthening;32;0.0;0;1503;0;0;0.0;0;1503;0;0;1.0;0;0;1503;0;1.0;0;0;1503;0;
sel;accuracy;1;false;false;strengthening;32;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;
sel;accuracy;2;false;false;strengthening;32;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;
sel;accuracy;3;false;false;strengthening;32;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;
sel;random;0;false;false;alteration;32;0.0;0;1503;0;0;0.0;0;1503;0;0;0.5056553559547572;0;743;760;0;0.5056553559547572;0;743;760;0;
sel;accuracy;0;false;false;alteration;32;0.0;0;1503;0;0;0.0;0;1503;0;0;1.0;0;0;1503;0;1.0;0;0;1503;0;
sel;accuracy;1;false;false;alteration;32;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;
sel;accuracy;2;false;false;alteration;32;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;
sel;accuracy;3;false;false;alteration;32;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;1.0;0;0;1503;0;
sel;random;0;false;false;weakening;33;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;0;false;false;weakening;33;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;1;false;false;weakening;33;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;2;false;false;weakening;33;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;3;false;false;weakening;33;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;random;0;false;false;strengthening;33;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;0;false;false;strengthening;33;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;1;false;false;strengthening;33;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;2;false;false;strengthening;33;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;3;false;false;strengthening;33;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;random;0;false;false;alteration;33;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;0;false;false;alteration;33;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;0.0;0;1502;0;0;
sel;accuracy;1;false;false;alteration;33;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;2;false;false;alteration;33;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;3;false;false;alteration;33;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;random;0;false;false;weakening;34;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;0;false;false;weakening;34;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;1;false;false;weakening;34;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;2;false;false;weakening;34;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;3;false;false;weakening;34;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;random;0;false;false;strengthening;34;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;0;false;false;strengthening;34;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;1;false;false;strengthening;34;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;2;false;false;strengthening;34;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;3;false;false;strengthening;34;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;random;0;false;false;alteration;34;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;0;false;false;alteration;34;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;0.0;0;1501;0;0;
sel;accuracy;1;false;false;alteration;34;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;2;false;false;alteration;34;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;accuracy;3;false;false;alteration;34;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;-1.0;-1;-1;-1;-1;
sel;random;0;false;false;weakening;35;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;0.4474034620505992;0;830;672;0;0.4474034620505992;0;830;672;0;
sel;accuracy;0;false;false;weakening;35;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;
sel;accuracy;1;false;false;weakening;35;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;
sel;accuracy;2;false;false;weakening;35;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;
sel;accuracy;3;false;false;weakening;35;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;
sel;random;0;false;false;strengthening;35;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;0;false;false;strengthening;35;0.9986684420772304;0;2;1500;0;0.9986684420772304;0;2;1500;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
sel;accuracy;1;false;false;strengthening;35;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;1.0;0;0;1502;0;
